,project_id,foiv,7.1,7.1_other,14.2,14.3,14.4,7.2,7.2_other,7.1.6_total_once,7.1.6_total_regular,7.1.6_total_benefit_once,7.1.6_total_benefit_regular,9.5,9.6,9.7,2.1
368,100813,Минпромторг России,actor_specific,mystery,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,zero,zero,zero,средняя
369,100813,Минпромторг России,actor_specific,mystery,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,zero,zero,zero,средняя
370,91095,ФАС России,cit_no_action,no_info,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,высокая
371,100473,Роспотребнадзор,cit_action,no_info,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,средняя
372,100473,Роспотребнадзор,cit_action,no_info,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,средняя
373,98588,Минтруд России,actor_specific,mystery,valid,invalid,valid,valid,valid,invalid,invalid,invalid,invalid,zero,zero,zero,средняя
374,101767,Минэкономразвития России,actor_general,cit_action,invalid,invalid,invalid,valid,valid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,средняя
375,100814,Минфин России,actor_general,no_info,valid,valid,valid,valid,valid,invalid,invalid,invalid,invalid,zero,zero,zero,средняя
376,98725,Минстрой России,foiv_cit_no_action,no_info,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,zero,zero,zero,средняя
377,102189,Минтранс России,actor_specific,no_info,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,zero,zero,zero,средняя
378,98187,Минспорт России,cit_no_action,cit_no_action,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,zero,zero,zero,высокая
379,102142,Минсельхоз России,mystery,foiv_no_action,invalid,invalid,valid,invalid,invalid,invalid,invalid,invalid,invalid,zero,zero,zero,средняя
380,103090,Росреестр,actor_general,no_info,invalid,invalid,invalid,valid,valid,invalid,invalid,invalid,invalid,zero,zero,zero,высокая
381,101959,Минприроды России,actor_general,foiv_no_action,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,средняя
382,101539,Минсельхоз России,cit_no_action,foiv_no_action,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,zero,zero,zero,средняя
383,100847,Минэнерго России,mystery,actor_general,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,zero,zero,zero,средняя
384,101506,Минтранс России,no_info,no_info,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,zero,zero,zero,средняя
385,102383,Минтранс России,actor_specific,no_info,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,zero,zero,invalid,средняя
386,103097,Минтранс России,actor_general,foiv_no_action,invalid,invalid,invalid,valid,valid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,средняя
387,98714,Минпромторг России,no_info,no_info,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,средняя
388,98370,Минприроды России,cit_no_action,foiv_no_action,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,zero,zero,zero,средняя
389,100624,Минприроды России,mystery,mystery,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,средняя
390,95450,ФНС России,cit_action,no_info,invalid,valid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,средняя
391,102725,Минтранс России,actor_specific,no_info,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,zero,zero,invalid,средняя
392,100072,МЧС России,cit_no_action,no_info,invalid,valid,valid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,средняя
393,100072,МЧС России,cit_no_action,no_info,invalid,valid,valid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,средняя
394,95034,Минтранс России,actor_specific,no_info,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,средняя
395,95034,Минтранс России,actor_specific,no_info,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,средняя
396,98377,Минсельхоз России,actor_general,no_info,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,zero,zero,zero,средняя
397,98979,Минздрав России,actor_specific,mystery,invalid,invalid,invalid,valid,valid,invalid,invalid,invalid,invalid,zero,zero,zero,средняя
398,88111,Роспотребнадзор,cit_action,no_info,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,высокая
399,88111,Роспотребнадзор,cit_action,no_info,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,высокая
400,101508,Минэкономразвития России,foiv_cit_no_action,mystery,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,средняя
401,100623,Минприроды России,mystery,mystery,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,средняя
402,101128,Росфинмониторинг,actor_general,foiv_no_action,invalid,invalid,invalid,valid,valid,invalid,invalid,invalid,invalid,zero,zero,valid,высокая
403,100455,Роспотребнадзор,cit_action,no_info,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,средняя
404,100455,Роспотребнадзор,cit_action,no_info,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,средняя
405,98334,Минфин России,actor_general,no_info,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,zero,zero,zero,средняя
406,102934,Минэкономразвития России,cit_no_action,no_info,invalid,invalid,invalid,valid,valid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,средняя
407,105749,Минэнерго России,actor_specific,foiv_no_action,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,средняя
408,100499,Минстрой России,mystery,no_info,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,zero,zero,zero,высокая
409,100499,Минстрой России,mystery,no_info,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,zero,zero,zero,высокая
410,100452,Роспотребнадзор,cit_action,no_info,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,zero,zero,zero,средняя
411,96057,МВД России,cit_no_action,no_info,invalid,invalid,invalid,valid,valid,invalid,invalid,invalid,invalid,zero,zero,zero,высокая
412,96057,МВД России,cit_no_action,no_info,invalid,invalid,invalid,valid,valid,invalid,invalid,invalid,invalid,zero,zero,zero,высокая
413,96057,МВД России,cit_no_action,no_info,invalid,invalid,invalid,valid,valid,invalid,invalid,invalid,invalid,zero,zero,zero,высокая
414,96057,МВД России,cit_no_action,no_info,invalid,invalid,invalid,valid,valid,invalid,invalid,invalid,invalid,zero,zero,zero,высокая
415,106107,Роспотребнадзор,actor_general,no_info,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,средняя
416,100803,Минприроды России,cit_no_action,foiv_no_action,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,zero,zero,zero,высокая
417,102902,ФАС России,mystery,no_info,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,высокая
418,99640,Минэкономразвития России,cit_no_action,no_info,invalid,invalid,invalid,valid,valid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,средняя
419,99640,Минэкономразвития России,cit_no_action,no_info,invalid,invalid,invalid,valid,valid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,средняя
420,106793,Минтранс России,actor_specific,foiv_no_action,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,zero,zero,zero,средняя
421,98759,Минэкономразвития России,actor_general,no_info,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,средняя
422,98759,Минэкономразвития России,actor_general,no_info,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,средняя
423,98305,Минфин России,foiv_no_action,no_info,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,zero,zero,zero,высокая
424,98137,Минэкономразвития России,actor_general,no_info,invalid,invalid,valid,valid,valid,invalid,invalid,invalid,invalid,zero,zero,zero,высокая
425,91071,Минсельхоз России,no_info,no_info,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,средняя
426,101777,Ростехнадзор,actor_specific,mystery,invalid,invalid,invalid,valid,valid,invalid,invalid,invalid,invalid,zero,zero,zero,средняя
427,101777,Ростехнадзор,actor_specific,mystery,invalid,invalid,invalid,valid,valid,invalid,invalid,invalid,invalid,zero,zero,zero,средняя
428,98598,Минздрав России,actor_general,no_info,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,zero,zero,zero,средняя
429,98598,Минздрав России,actor_general,no_info,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,zero,zero,zero,средняя
430,105575,Ростехнадзор,actor_specific,mystery,valid,invalid,invalid,valid,valid,invalid,invalid,invalid,invalid,zero,zero,zero,средняя
431,100463,Роспотребнадзор,cit_action,no_info,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,средняя
432,102106,ФНС России,mystery,mystery,invalid,invalid,invalid,valid,valid,invalid,invalid,invalid,invalid,zero,zero,zero,средняя
433,95425,МЧС России,cit_no_action,no_info,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,высокая
434,101723,Минтранс России,actor_specific,no_info,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,zero,zero,invalid,средняя
435,97570,Минсельхоз России,actor_general,foiv_no_action,valid,valid,invalid,valid,valid,invalid,invalid,invalid,invalid,zero,zero,zero,средняя
436,100408,Минприроды России,cit_action,mystery,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,zero,zero,invalid,средняя
437,98735,МЧС России,actor_general,no_info,invalid,invalid,invalid,valid,valid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,высокая
438,102969,ФАС России,actor_specific,no_info,invalid,invalid,invalid,valid,valid,invalid,invalid,invalid,invalid,zero,zero,zero,средняя
439,102155,ФАС России,mystery,no_info,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,средняя
440,106191,Минстрой России,cit_no_action,actor_general,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,zero,zero,zero,средняя
441,105526,Минприроды России,mystery,no_info,invalid,invalid,invalid,valid,valid,invalid,invalid,invalid,invalid,zero,zero,zero,средняя
442,99419,Минфин России,foiv_cit_no_action,no_info,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,средняя
443,99841,Минкомсвязь России,actor_specific,no_info,invalid,invalid,invalid,valid,valid,invalid,invalid,invalid,invalid,zero,zero,zero,средняя
444,102956,Роспотребнадзор,actor_specific,no_info,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,средняя
445,102956,Роспотребнадзор,actor_specific,no_info,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,средняя
446,106537,Минтранс России,actor_specific,no_info,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,средняя
447,101376,Роспотребнадзор,cit_action,no_info,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,средняя
448,100439,Минэнерго России,actor_specific,foiv_no_action,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,zero,zero,zero,высокая
449,98704,МЧС России,cit_no_action,no_info,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,zero,zero,zero,средняя
450,98704,МЧС России,cit_no_action,no_info,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,zero,zero,zero,средняя
451,99410,Минфин России,actor_specific,foiv_no_action,invalid,invalid,invalid,valid,valid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,средняя
452,102994,Минтранс России,actor_specific,mystery,invalid,invalid,invalid,valid,valid,invalid,invalid,invalid,invalid,invalid,zero,invalid,средняя
453,94105,Минпромторг России,cit_action,no_info,invalid,invalid,invalid,valid,valid,invalid,invalid,invalid,invalid,zero,zero,zero,средняя
454,99884,Минздрав России,actor_general,mystery,valid,valid,valid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,высокая
455,99884,Минздрав России,actor_general,mystery,valid,valid,valid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,высокая
456,98531,Минздрав России,actor_general,actor_specific,invalid,invalid,invalid,valid,valid,invalid,invalid,invalid,invalid,zero,zero,zero,средняя
457,89215,Минфин России,foiv_no_action,no_info,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,высокая
458,103089,Минтранс России,actor_specific,foiv_no_action,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,zero,zero,zero,высокая
459,98552,Минздрав России,actor_specific,no_info,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,zero,zero,zero,средняя
460,98552,Минздрав России,actor_specific,no_info,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,zero,zero,zero,средняя
461,100805,Минпромторг России,actor_specific,mystery,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,zero,zero,zero,средняя
462,96058,ФСТЭК России,actor_specific,no_info,valid,invalid,invalid,valid,valid,invalid,invalid,invalid,invalid,zero,zero,zero,высокая
463,100006,Минприроды России,mystery,mystery,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,высокая
464,95286,ФАС России,actor_general,foiv_no_action,valid,invalid,valid,valid,valid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,средняя
465,99487,Минсельхоз России,actor_specific,foiv_no_action,valid,invalid,invalid,valid,valid,invalid,invalid,invalid,invalid,zero,zero,zero,высокая
466,96060,Минэнерго России,actor_specific,no_info,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,высокая
467,96060,Минэнерго России,actor_specific,no_info,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,высокая
468,93720,Минэкономразвития России,actor_specific,no_info,invalid,invalid,invalid,valid,valid,invalid,invalid,invalid,invalid,zero,zero,zero,высокая
469,106792,Минтранс России,actor_specific,no_info,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,zero,zero,zero,средняя
470,100657,Минтранс России,actor_specific,no_info,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,zero,zero,zero,средняя
471,100233,Минсельхоз России,actor_specific,mystery,invalid,valid,invalid,valid,valid,invalid,invalid,invalid,invalid,zero,zero,zero,средняя
472,100233,Минсельхоз России,actor_specific,mystery,invalid,valid,invalid,valid,valid,invalid,invalid,invalid,invalid,zero,zero,zero,средняя
473,97987,Минэнерго России,actor_general,no_info,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,zero,zero,zero,средняя
474,105922,Минприроды России,actor_specific,no_info,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,zero,zero,zero,высокая
475,97184,Минфин России,actor_specific,no_info,valid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,zero,zero,invalid,средняя
476,103010,Роспотребнадзор,cit_action,no_info,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,высокая
477,102760,Минэкономразвития России,mystery,no_info,invalid,invalid,invalid,valid,valid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,средняя
478,100453,Роспотребнадзор,actor_specific,no_info,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,средняя
479,100453,Роспотребнадзор,actor_specific,no_info,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,средняя
480,92862,Минсельхоз России,actor_specific,no_info,valid,valid,valid,invalid,invalid,invalid,invalid,invalid,invalid,zero,zero,zero,средняя
481,102758,Минтранс России,cit_action,no_info,invalid,invalid,invalid,valid,valid,invalid,invalid,invalid,invalid,zero,zero,zero,средняя
482,102758,Минтранс России,cit_action,no_info,invalid,invalid,invalid,valid,valid,invalid,invalid,invalid,invalid,zero,zero,zero,средняя
483,99670,МЧС России,cit_no_action,no_info,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,zero,zero,zero,средняя
484,97177,Минтруд России,actor_general,mystery,valid,invalid,valid,valid,valid,invalid,invalid,invalid,invalid,zero,zero,zero,средняя
485,97513,Минздрав России,actor_general,no_info,invalid,invalid,invalid,valid,valid,invalid,invalid,invalid,invalid,zero,zero,zero,средняя
486,100030,Ростехнадзор,actor_general,no_info,invalid,invalid,invalid,valid,valid,invalid,invalid,invalid,invalid,zero,zero,zero,средняя
487,102555,Минтранс России,mystery,no_info,invalid,invalid,invalid,valid,valid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,средняя
488,102555,Минтранс России,mystery,no_info,invalid,invalid,invalid,valid,valid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,средняя
489,97775,Минфин России,cit_action,no_info,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,zero,zero,zero,средняя
490,84998,Минсельхоз России,actor_specific,actor_specific,valid,valid,valid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,высокая
491,98968,Минфин России,actor_general,no_info,invalid,invalid,invalid,valid,valid,invalid,invalid,invalid,invalid,zero,zero,zero,средняя
492,95687,Минсельхоз России,cit_no_action,foiv_no_action,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,zero,zero,zero,средняя
493,105347,Минприроды России,cit_action,no_info,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,zero,zero,zero,средняя
494,101946,Минтранс России,cit_action,no_info,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,средняя
495,99075,Минприроды России,cit_action,mystery,invalid,invalid,invalid,valid,valid,invalid,invalid,invalid,invalid,zero,zero,zero,средняя
496,100438,Минэнерго России,mystery,no_info,invalid,invalid,invalid,valid,valid,invalid,invalid,invalid,invalid,zero,zero,zero,высокая
497,100438,Минэнерго России,mystery,no_info,invalid,invalid,invalid,valid,valid,invalid,invalid,invalid,invalid,zero,zero,zero,высокая
498,98733,Росздравнадзор,actor_specific,no_info,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,zero,zero,zero,средняя
499,98733,,actor_specific,no_info,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,zero,zero,zero,средняя
500,98959,ФАС России,actor_specific,mystery,valid,valid,valid,valid,valid,invalid,invalid,invalid,invalid,zero,zero,zero,средняя
501,100436,Минфин России,actor_specific,foiv_no_action,valid,invalid,invalid,valid,valid,invalid,invalid,invalid,invalid,zero,zero,zero,средняя
502,100436,Минфин России,actor_specific,foiv_no_action,valid,invalid,invalid,valid,valid,invalid,invalid,invalid,invalid,zero,zero,zero,средняя
503,100436,Минфин России,actor_specific,foiv_no_action,valid,invalid,invalid,valid,valid,invalid,invalid,invalid,invalid,zero,zero,zero,средняя
504,97327,ФАС России,actor_specific,mystery,valid,valid,valid,valid,valid,invalid,invalid,invalid,invalid,zero,zero,zero,средняя
505,98480,Минтранс России,cit_no_action,mystery,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,zero,zero,zero,высокая
506,95965,Минтранс России,actor_specific,no_info,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,средняя
507,95965,Минтранс России,actor_specific,no_info,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,средняя
508,101234,Ростехнадзор,cit_action,mystery,invalid,invalid,invalid,valid,valid,invalid,invalid,invalid,invalid,zero,zero,zero,средняя
509,97255,Минкультуры России,actor_specific,no_info,invalid,invalid,invalid,valid,valid,invalid,invalid,invalid,invalid,zero,zero,zero,высокая
510,98225,Минтруд России,actor_general,mystery,valid,invalid,valid,valid,valid,invalid,invalid,invalid,invalid,zero,zero,zero,средняя
511,98021,Минсельхоз России,cit_no_action,foiv_no_action,valid,valid,valid,invalid,invalid,invalid,invalid,invalid,invalid,zero,zero,zero,средняя
512,99335,Минсельхоз России,actor_specific,foiv_no_action,valid,invalid,invalid,valid,valid,invalid,invalid,invalid,invalid,zero,zero,zero,высокая
513,101834,Минпромторг России,mystery,no_info,invalid,invalid,invalid,valid,valid,invalid,invalid,invalid,invalid,zero,zero,zero,средняя
514,98684,Минсельхоз России,cit_no_action,mystery,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,zero,zero,zero,средняя
515,100915,Минэкономразвития России,cit_no_action,no_info,invalid,invalid,invalid,valid,valid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,средняя
516,101858,Ростехнадзор,actor_specific,cit_no_action,invalid,invalid,invalid,valid,valid,invalid,invalid,invalid,invalid,zero,zero,zero,средняя
517,101858,Ростехнадзор,actor_specific,cit_no_action,invalid,invalid,invalid,valid,valid,invalid,invalid,invalid,invalid,zero,zero,zero,средняя
518,101256,Ростехнадзор,actor_specific,mystery,valid,invalid,invalid,valid,valid,invalid,invalid,invalid,invalid,zero,zero,zero,средняя
519,97461,Минсельхоз России,actor_specific,no_info,valid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,zero,zero,zero,средняя
520,101893,Минприроды России,actor_general,foiv_no_action,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,высокая
521,105437,Минприроды России,cit_action,no_info,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,zero,zero,zero,средняя
522,102249,Минстрой России,foiv_cit_no_action,no_info,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,zero,zero,zero,средняя
523,99537,Минфин России,foiv_no_action,no_info,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,средняя
524,97662,Минсельхоз России,cit_no_action,foiv_no_action,valid,valid,valid,invalid,invalid,invalid,invalid,invalid,invalid,zero,zero,zero,средняя
525,97450,Минсельхоз России,cit_no_action,foiv_no_action,invalid,invalid,valid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,средняя
526,101603,Минстрой России,cit_action,no_info,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,zero,zero,zero,средняя
527,100187,Минздрав России,foiv_no_action,mystery,valid,valid,valid,valid,valid,invalid,invalid,invalid,invalid,zero,zero,zero,средняя
528,100984,Минпромторг России,foiv_no_action,actor_general,invalid,invalid,invalid,valid,valid,invalid,invalid,invalid,invalid,zero,zero,zero,средняя
529,100984,Минпромторг России,foiv_no_action,actor_general,invalid,invalid,invalid,valid,valid,invalid,invalid,invalid,invalid,zero,zero,zero,средняя
530,99357,Минэкономразвития России,cit_no_action,no_info,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,средняя
531,105406,Минприроды России,cit_action,actor_specific,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,средняя
532,92919,ФАС России,actor_general,no_info,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,средняя
533,99350,Минфин России,actor_specific,foiv_no_action,valid,invalid,invalid,valid,valid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,средняя
534,101099,Минфин России,actor_specific,mystery,valid,invalid,invalid,valid,valid,invalid,invalid,invalid,invalid,zero,zero,zero,средняя
535,101099,Минфин России,actor_specific,mystery,valid,invalid,invalid,valid,valid,invalid,invalid,invalid,invalid,zero,zero,zero,средняя
536,101693,Минэкономразвития России,no_info,no_info,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,средняя
537,91505,Минтранс России,actor_specific,no_info,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,zero,zero,zero,средняя
538,101203,Минсельхоз России,cit_no_action,foiv_no_action,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,zero,zero,zero,средняя
539,93058,Минэкономразвития России,actor_specific,foiv_no_action,valid,valid,valid,valid,valid,invalid,invalid,invalid,invalid,zero,zero,zero,высокая
540,95390,ФНС России,actor_general,no_info,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,средняя
541,100580,Минвостокразвития России,actor_specific,no_info,valid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,высокая
542,100580,Минвостокразвития России,actor_specific,no_info,valid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,высокая
543,101694,Минэкономразвития России,no_info,no_info,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,средняя
544,97601,Минтранс России,cit_no_action,foiv_no_action,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,средняя
545,97433,Минэнерго России,actor_general,actor_general,valid,valid,valid,valid,valid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,средняя
546,101803,Минприроды России,cit_no_action,foiv_no_action,valid,valid,invalid,valid,valid,invalid,invalid,invalid,invalid,invalid,invalid,valid,средняя
547,47819,ФАС России,cit_no_action,no_info,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,zero,zero,zero,высокая
548,94422,Минздрав России,actor_general,no_info,valid,valid,valid,valid,valid,invalid,invalid,invalid,invalid,zero,zero,zero,высокая
549,79385,ФАС России,mystery,mystery,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,средняя
550,85134,Минсельхоз России,no_info,no_info,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,высокая
551,105666,Минприроды России,mystery,no_info,invalid,invalid,invalid,valid,valid,invalid,invalid,invalid,invalid,zero,zero,zero,средняя
552,97405,Минкомсвязь России,actor_specific,mystery,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,zero,zero,zero,средняя
553,102215,Минобрнауки России,actor_specific,no_info,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,zero,zero,zero,средняя
554,102215,Минобрнауки России,actor_specific,no_info,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,zero,zero,zero,средняя
555,102215,Минобрнауки России,actor_specific,no_info,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,zero,zero,zero,средняя
556,102215,Минобрнауки России,actor_specific,no_info,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,zero,zero,zero,средняя
557,102215,Минобрнауки России,actor_specific,no_info,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,zero,zero,zero,средняя
558,102215,Минобрнауки России,actor_specific,no_info,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,zero,zero,zero,средняя
559,100748,Минкомсвязь России,actor_general,no_info,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,средняя
