,project_id,foiv,7.1,7.1_other,14.2,14.3,14.4,7.2,7.2_other,7.1.6_total_once,7.1.6_total_regular,7.1.6_total_benefit_once,7.1.6_total_benefit_regular,9.5,9.6,9.7,2.1
176,99504,Минтранс России,actor_specific,mystery,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,средняя
177,105432,Минэкономразвития России,actor_general,actor_general,invalid,invalid,invalid,valid,valid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,средняя
178,100524,Минтранс России,foiv_no_action,no_info,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,zero,zero,zero,средняя
179,102287,Минтранс России,actor_specific,mystery,invalid,invalid,invalid,valid,valid,invalid,invalid,invalid,invalid,zero,zero,zero,средняя
180,102287,Ростехнадзор,actor_specific,mystery,invalid,invalid,invalid,valid,valid,invalid,invalid,invalid,invalid,zero,zero,zero,средняя
181,101066,Росздравнадзор,actor_specific,no_info,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,zero,zero,zero,средняя
182,101253,Минздрав России,no_info,mystery,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,zero,zero,zero,средняя
183,93692,Минсельхоз России,cit_no_action,foiv_no_action,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,zero,zero,zero,средняя
184,96784,Минсельхоз России,mystery,no_info,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,средняя
185,96784,Минсельхоз России,mystery,no_info,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,средняя
186,106082,Минтранс России,actor_specific,foiv_no_action,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,zero,zero,zero,средняя
187,101608,Ростехнадзор,cit_action,foiv_no_action,valid,valid,valid,valid,valid,invalid,invalid,invalid,invalid,zero,zero,zero,высокая
188,88681,Минпромторг России,actor_specific,mystery,invalid,invalid,invalid,valid,valid,invalid,invalid,invalid,invalid,zero,zero,zero,средняя
189,88681,Минздрав России,actor_specific,mystery,invalid,invalid,invalid,valid,valid,invalid,invalid,invalid,invalid,zero,zero,zero,средняя
190,101896,Минвостокразвития России,cit_no_action,foiv_no_action,invalid,invalid,invalid,valid,valid,invalid,invalid,invalid,invalid,valid,invalid,invalid,высокая
191,99337,Минсельхоз России,actor_specific,foiv_no_action,invalid,invalid,invalid,valid,valid,invalid,invalid,invalid,invalid,zero,zero,zero,средняя
192,101238,Ростехнадзор,actor_specific,mystery,valid,invalid,invalid,valid,valid,invalid,invalid,invalid,invalid,zero,zero,zero,средняя
193,102449,Минприроды России,cit_action,foiv_cit_no_action,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,zero,zero,zero,средняя
194,101035,Минсельхоз России,foiv_no_action,mystery,valid,invalid,invalid,valid,valid,invalid,invalid,invalid,invalid,zero,zero,zero,высокая
195,97054,Минэнерго России,actor_general,mystery,invalid,invalid,invalid,valid,valid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,средняя
196,90427,Минсельхоз России,actor_specific,no_info,valid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,zero,zero,zero,высокая
197,92979,Минсельхоз России,cit_action,foiv_no_action,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,zero,zero,zero,высокая
198,88887,Минсельхоз России,actor_general,foiv_no_action,valid,valid,valid,invalid,invalid,invalid,invalid,invalid,invalid,zero,zero,zero,средняя
199,88887,Минсельхоз России,actor_general,foiv_no_action,valid,valid,valid,invalid,invalid,invalid,invalid,invalid,invalid,zero,zero,zero,средняя
200,102478,Минстрой России,actor_specific,no_info,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,zero,zero,zero,средняя
201,101699,Минэкономразвития России,no_info,no_info,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,средняя
202,105837,Минтранс России,actor_specific,no_info,invalid,invalid,invalid,valid,valid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,средняя
203,98811,Минкомсвязь России,actor_specific,mystery,valid,valid,valid,valid,valid,invalid,invalid,invalid,invalid,zero,zero,zero,средняя
204,83001,Минтранс России,actor_specific,no_info,invalid,invalid,invalid,valid,valid,invalid,invalid,invalid,invalid,zero,zero,zero,средняя
205,98449,Минобрнауки России,actor_specific,actor_specific,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,zero,средняя
206,102681,Минздрав России,actor_specific,mystery,valid,valid,valid,valid,valid,invalid,invalid,invalid,invalid,zero,zero,zero,высокая
207,103105,Минтранс России,cit_action,no_info,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,средняя
208,99765,Минтранс России,cit_action,foiv_no_action,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,zero,zero,zero,средняя
209,96349,Минкомсвязь России,actor_specific,no_info,invalid,invalid,invalid,valid,valid,invalid,invalid,invalid,invalid,zero,zero,zero,средняя
210,95538,Минсельхоз России,cit_action,no_info,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,zero,zero,zero,средняя
211,98471,МВД России,cit_no_action,no_info,invalid,invalid,invalid,valid,valid,invalid,invalid,invalid,invalid,zero,zero,zero,высокая
212,94879,Минсельхоз России,actor_general,no_info,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,средняя
213,98688,Минсельхоз России,cit_action,mystery,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,zero,zero,zero,средняя
214,106484,Минздрав России,actor_specific,no_info,invalid,invalid,invalid,valid,valid,invalid,invalid,invalid,invalid,zero,zero,zero,средняя
215,101493,Минтранс России,actor_specific,no_info,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,zero,zero,invalid,средняя
216,95989,Минсельхоз России,actor_specific,foiv_no_action,valid,valid,valid,valid,valid,invalid,invalid,invalid,invalid,zero,zero,zero,средняя
217,88894,Минсельхоз России,actor_general,foiv_no_action,valid,valid,valid,invalid,invalid,invalid,invalid,invalid,invalid,zero,zero,zero,средняя
218,72541,Минэнерго России,actor_general,mystery,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,zero,zero,zero,средняя
219,88893,Минсельхоз России,actor_general,foiv_no_action,valid,valid,valid,invalid,invalid,invalid,invalid,invalid,invalid,zero,zero,zero,средняя
220,101442,Минсельхоз России,actor_general,foiv_no_action,valid,valid,valid,invalid,invalid,invalid,invalid,invalid,invalid,zero,zero,zero,средняя
221,74221,Минфин России,actor_specific,no_info,valid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,zero,zero,zero,высокая
222,96996,Минэкономразвития России,actor_general,no_info,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,средняя
223,98692,Минсельхоз России,cit_action,mystery,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,zero,zero,zero,средняя
224,60628,Минтранс России,actor_specific,actor_general,valid,valid,valid,valid,valid,invalid,invalid,invalid,invalid,zero,zero,zero,средняя
225,101222,Ростехнадзор,actor_specific,mystery,valid,invalid,invalid,valid,valid,invalid,invalid,invalid,invalid,zero,zero,zero,средняя
226,101646,Минкомсвязь России,actor_specific,no_info,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,zero,zero,zero,средняя
227,67056,Минэкономразвития России,actor_specific,no_info,invalid,invalid,invalid,valid,valid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,высокая
228,100935,ФНС России,actor_general,mystery,valid,valid,valid,valid,valid,invalid,invalid,invalid,invalid,zero,zero,zero,средняя
229,105823,Минсельхоз России,cit_no_action,foiv_no_action,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,zero,zero,zero,средняя
230,99312,Минфин России,actor_general,mystery,invalid,invalid,invalid,valid,valid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,высокая
231,99312,Минфин России,actor_general,mystery,invalid,invalid,invalid,valid,valid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,высокая
232,91729,Минсельхоз России,actor_specific,no_info,valid,valid,valid,invalid,invalid,invalid,invalid,invalid,invalid,zero,zero,zero,средняя
233,79392,ФНС России,actor_specific,no_info,valid,valid,valid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,высокая
234,95183,Минэнерго России,actor_general,mystery,invalid,invalid,invalid,valid,valid,invalid,invalid,invalid,invalid,zero,zero,zero,средняя
235,99588,МЧС России,cit_action,no_info,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,средняя
236,102030,Минфин России,actor_general,mystery,invalid,invalid,invalid,valid,valid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,высокая
237,102030,Минфин России,actor_general,mystery,invalid,invalid,invalid,valid,valid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,высокая
238,98491,Минсельхоз России,actor_general,foiv_no_action,valid,valid,valid,invalid,invalid,invalid,invalid,invalid,invalid,zero,zero,zero,средняя
239,102833,Минтранс России,no_info,no_info,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,zero,zero,zero,средняя
240,102833,Минтранс России,no_info,no_info,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,zero,zero,zero,средняя
241,77263,Минфин России,actor_specific,mystery,valid,invalid,invalid,valid,valid,invalid,invalid,invalid,invalid,zero,zero,zero,высокая
242,75739,Минтруд России,actor_general,mystery,valid,invalid,valid,valid,valid,invalid,invalid,invalid,invalid,zero,zero,zero,средняя
243,105279,Минобрнауки России,foiv_cit_no_action,no_info,valid,valid,valid,invalid,invalid,invalid,invalid,invalid,invalid,zero,zero,zero,средняя
244,99346,Минпромторг России,actor_specific,no_info,valid,valid,valid,invalid,invalid,invalid,invalid,invalid,invalid,zero,zero,zero,средняя
245,99510,Минсельхоз России,cit_no_action,foiv_no_action,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,zero,zero,zero,средняя
246,105848,Минтранс России,no_info,actor_general,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,средняя
247,100734,Минсельхоз России,cit_no_action,foiv_no_action,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,zero,zero,zero,средняя
248,106053,Минприроды России,cit_action,no_info,invalid,invalid,invalid,valid,valid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,средняя
249,98400,Минтранс России,actor_specific,mystery,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,средняя
250,64013,Минпромторг России,actor_general,foiv_no_action,invalid,invalid,invalid,valid,valid,invalid,invalid,invalid,invalid,zero,zero,zero,средняя
251,64013,Минпромторг России,actor_general,foiv_no_action,invalid,invalid,invalid,valid,valid,invalid,invalid,invalid,invalid,zero,zero,zero,средняя
252,64013,Минпромторг России,actor_general,foiv_no_action,invalid,invalid,invalid,valid,valid,invalid,invalid,invalid,invalid,zero,zero,zero,средняя
253,99142,Минфин России,actor_specific,no_info,valid,valid,valid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,средняя
254,100702,Минздрав России,actor_specific,mystery,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,zero,zero,zero,высокая
255,95788,Минэнерго России,no_info,no_info,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,высокая
256,95788,Минэнерго России,no_info,no_info,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,высокая
257,101278,Минприроды России,cit_action,no_info,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,средняя
258,100198,Минтранс России,actor_specific,mystery,invalid,invalid,invalid,valid,valid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,средняя
259,101849,Роспотребнадзор,cit_action,no_info,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,средняя
260,102052,Минприроды России,cit_action,no_info,invalid,invalid,invalid,valid,valid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,средняя
261,102031,Минсельхоз России,cit_no_action,mystery,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,zero,zero,zero,средняя
262,101640,Минприроды России,cit_no_action,foiv_no_action,invalid,invalid,invalid,valid,valid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,средняя
263,106233,Минприроды России,actor_general,mystery,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,средняя
264,98464,Минпромторг России,cit_action,no_info,invalid,invalid,invalid,valid,valid,invalid,invalid,invalid,invalid,zero,zero,zero,высокая
265,99126,Минсельхоз России,cit_action,no_info,invalid,invalid,invalid,valid,valid,invalid,invalid,invalid,invalid,zero,zero,zero,средняя
266,99748,Минфин России,foiv_no_action,no_info,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,высокая
267,101647,Минпромторг России,actor_specific,foiv_no_action,valid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,zero,zero,zero,средняя
268,100553,МЧС России,actor_specific,no_info,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,zero,zero,invalid,высокая
269,100761,Минпромторг России,actor_specific,no_info,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,zero,zero,zero,средняя
270,91989,Минкомсвязь России,actor_specific,no_info,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,средняя
271,97619,Минфин России,actor_general,no_info,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,средняя
272,98651,МЧС России,foiv_cit_no_action,no_info,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,zero,zero,zero,средняя
273,98651,МЧС России,foiv_cit_no_action,no_info,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,zero,zero,zero,средняя
274,98651,МЧС России,foiv_cit_no_action,no_info,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,zero,zero,zero,средняя
275,102669,Минздрав России,actor_specific,mystery,valid,valid,valid,valid,valid,invalid,invalid,invalid,invalid,zero,zero,zero,высокая
276,102669,Минздрав России,actor_specific,mystery,valid,valid,valid,valid,valid,invalid,invalid,invalid,invalid,zero,zero,zero,высокая
277,102235,Минпромторг России,cit_no_action,actor_specific,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,zero,zero,zero,средняя
278,102235,Минпромторг России,cit_no_action,actor_specific,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,zero,zero,zero,средняя
279,83687,МВД России,cit_no_action,no_info,invalid,invalid,invalid,valid,valid,invalid,invalid,invalid,invalid,zero,zero,invalid,высокая
280,83687,МВД России,cit_no_action,no_info,invalid,invalid,invalid,valid,valid,invalid,invalid,invalid,invalid,zero,zero,invalid,высокая
281,100905,Минтранс России,actor_specific,no_info,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,средняя
282,95729,Минтранс России,actor_specific,no_info,invalid,invalid,invalid,valid,valid,invalid,invalid,invalid,invalid,zero,zero,zero,средняя
283,95729,Минтранс России,actor_specific,no_info,invalid,invalid,invalid,valid,valid,invalid,invalid,invalid,invalid,zero,zero,zero,средняя
284,98036,ФНС России,cit_action,mystery,invalid,invalid,invalid,valid,valid,invalid,invalid,invalid,invalid,zero,zero,zero,высокая
285,102804,Минпромторг России,actor_specific,no_info,invalid,invalid,invalid,valid,valid,invalid,invalid,invalid,invalid,zero,zero,zero,средняя
286,102804,Минпромторг России,actor_specific,no_info,invalid,invalid,invalid,valid,valid,invalid,invalid,invalid,invalid,zero,zero,zero,средняя
287,101823,Минтранс России,actor_specific,mystery,invalid,invalid,invalid,valid,valid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,средняя
288,92900,Минтранс России,no_info,no_info,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,высокая
289,103181,Минтранс России,no_info,no_info,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,zero,zero,zero,средняя
290,101848,Ростуризм,no_info,no_info,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,средняя
291,93441,Минкомсвязь России,actor_specific,no_info,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,zero,zero,zero,средняя
292,106407,Минэкономразвития России,mystery,no_info,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,средняя
293,97449,Минкультуры России,actor_specific,no_info,invalid,invalid,invalid,valid,valid,invalid,invalid,invalid,invalid,zero,zero,zero,средняя
294,93680,Минтруд России,actor_specific,foiv_no_action,valid,valid,invalid,valid,valid,invalid,invalid,invalid,invalid,zero,zero,zero,средняя
295,106409,Минтранс России,actor_specific,no_info,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,средняя
296,98261,Минприроды России,cit_no_action,no_info,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,средняя
297,82192,Минсельхоз России,cit_action,foiv_no_action,valid,valid,valid,invalid,invalid,invalid,invalid,invalid,invalid,zero,zero,zero,средняя
298,98868,Минприроды России,actor_specific,no_info,invalid,invalid,valid,invalid,invalid,invalid,invalid,invalid,invalid,zero,zero,zero,высокая
299,98602,Минтруд России,actor_general,no_info,valid,valid,valid,valid,valid,invalid,invalid,invalid,invalid,zero,zero,zero,средняя
300,97681,Роспотребнадзор,cit_action,no_info,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,средняя
301,96561,Минюст России,cit_action,no_info,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,средняя
302,101766,Ростуризм,no_info,no_info,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,средняя
303,96245,Минтранс России,foiv_no_action,mystery,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,zero,zero,zero,средняя
304,102325,Минтранс России,cit_no_action,no_info,invalid,invalid,invalid,valid,valid,invalid,invalid,invalid,invalid,zero,zero,zero,средняя
305,100640,Росреестр,cit_no_action,mystery,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,высокая
306,98770,Минстрой России,foiv_cit_no_action,no_info,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,zero,zero,zero,средняя
307,98126,Минсельхоз России,actor_specific,foiv_no_action,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,zero,zero,zero,средняя
308,101795,Минздрав России,actor_specific,no_info,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,zero,zero,zero,средняя
309,100481,Роспотребнадзор,foiv_cit_no_action,no_info,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,средняя
310,100481,Роспотребнадзор,foiv_cit_no_action,no_info,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,средняя
311,105597,Минсельхоз России,cit_action,no_info,invalid,invalid,invalid,valid,valid,invalid,invalid,invalid,invalid,zero,zero,zero,средняя
312,106120,Минкомсвязь России,actor_specific,no_info,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,zero,zero,zero,средняя
313,106116,Минкомсвязь России,actor_specific,no_info,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,zero,zero,zero,средняя
314,80123,Минтранс России,actor_specific,foiv_no_action,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,средняя
315,99667,МЧС России,cit_no_action,no_info,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,zero,zero,zero,средняя
316,99667,МЧС России,cit_no_action,no_info,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,zero,zero,zero,средняя
317,99835,Минтранс России,actor_specific,mystery,invalid,invalid,invalid,valid,valid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,средняя
318,99009,Минтранс России,cit_action,no_info,invalid,invalid,invalid,valid,valid,invalid,invalid,invalid,invalid,zero,zero,zero,средняя
319,100212,Минкомсвязь России,actor_specific,no_info,invalid,invalid,invalid,valid,valid,invalid,invalid,invalid,invalid,zero,zero,zero,средняя
320,101596,Росреестр,actor_specific,no_info,invalid,invalid,invalid,valid,valid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,средняя
321,95891,Минэнерго России,actor_specific,no_info,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,средняя
322,95891,Минэнерго России,actor_specific,no_info,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,средняя
323,102922,Минприроды России,actor_specific,actor_specific,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,zero,zero,zero,средняя
324,99694,ФАС России,no_info,no_info,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,zero,zero,zero,высокая
325,101509,Минтранс России,cit_no_action,no_info,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,zero,zero,zero,средняя
326,87990,Минтруд России,actor_general,mystery,valid,valid,valid,valid,valid,invalid,invalid,invalid,invalid,zero,zero,zero,средняя
327,87990,Минтруд России,actor_general,mystery,valid,valid,valid,valid,valid,invalid,invalid,invalid,invalid,zero,zero,zero,средняя
328,98520,Минпромторг России,cit_no_action,no_info,invalid,invalid,invalid,valid,valid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,высокая
329,98349,МЧС России,cit_no_action,no_info,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,zero,zero,zero,средняя
330,102724,Минкомсвязь России,actor_specific,no_info,invalid,invalid,invalid,valid,valid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,средняя
331,98518,МЧС России,actor_general,no_info,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,средняя
332,101367,Минстрой России,foiv_no_action,no_info,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,zero,zero,zero,высокая
333,80513,Минсельхоз России,cit_no_action,mystery,valid,valid,valid,invalid,invalid,invalid,invalid,invalid,invalid,zero,zero,zero,средняя
334,100087,Минтранс России,actor_specific,mystery,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,средняя
335,101703,Минэкономразвития России,no_info,no_info,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,средняя
336,101703,Минэкономразвития России,no_info,no_info,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,средняя
337,93752,Минтруд России,actor_general,mystery,valid,invalid,valid,valid,valid,invalid,invalid,invalid,invalid,zero,zero,zero,средняя
338,93752,Минтруд России,actor_general,mystery,valid,invalid,valid,valid,valid,invalid,invalid,invalid,invalid,zero,zero,zero,средняя
339,102186,Минтранс России,actor_specific,no_info,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,zero,zero,zero,средняя
340,102947,Минприроды России,foiv_no_action,actor_general,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,высокая
341,94328,ФАС России,actor_general,no_info,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,средняя
342,99053,Минстрой России,cit_action,no_info,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,zero,zero,zero,средняя
343,96672,Минфин России,cit_no_action,no_info,invalid,invalid,invalid,valid,valid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,средняя
344,96672,Минфин России,cit_no_action,no_info,invalid,invalid,invalid,valid,valid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,средняя
345,96672,Минфин России,cit_no_action,no_info,invalid,invalid,invalid,valid,valid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,средняя
346,96672,Минфин России,cit_no_action,no_info,invalid,invalid,invalid,valid,valid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,средняя
347,99408,Минприроды России,foiv_no_action,actor_general,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,средняя
348,95699,Минкультуры России,mystery,no_info,invalid,invalid,invalid,valid,valid,invalid,invalid,invalid,invalid,zero,zero,zero,средняя
349,101369,Минприроды России,cit_action,no_info,invalid,invalid,invalid,valid,valid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,средняя
350,101967,Минфин России,actor_general,mystery,invalid,invalid,invalid,valid,valid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,высокая
351,97730,Минсельхоз России,mystery,mystery,valid,valid,invalid,valid,valid,invalid,invalid,invalid,invalid,zero,zero,valid,высокая
352,96424,Минпромторг России,actor_specific,mystery,invalid,invalid,invalid,valid,valid,invalid,invalid,invalid,invalid,zero,zero,zero,средняя
353,98575,Минкультуры России,actor_specific,no_info,invalid,invalid,invalid,valid,valid,invalid,invalid,invalid,invalid,zero,zero,zero,средняя
354,96843,Минсельхоз России,cit_action,foiv_no_action,valid,valid,valid,invalid,invalid,invalid,invalid,invalid,invalid,zero,zero,zero,средняя
355,102127,Минсельхоз России,actor_specific,no_info,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,zero,zero,zero,средняя
356,102127,Минсельхоз России,actor_specific,no_info,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,zero,zero,zero,средняя
357,101769,Минсельхоз России,actor_specific,foiv_no_action,invalid,invalid,invalid,valid,valid,invalid,invalid,invalid,invalid,zero,zero,zero,средняя
358,99202,Минздрав России,actor_general,mystery,invalid,invalid,invalid,valid,valid,invalid,invalid,invalid,invalid,zero,zero,zero,высокая
359,98740,Минприроды России,cit_no_action,cit_action,invalid,invalid,valid,invalid,invalid,invalid,invalid,invalid,invalid,zero,zero,zero,средняя
360,106777,Минкомсвязь России,actor_specific,mystery,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,zero,zero,zero,средняя
361,98749,Минстрой России,cit_no_action,no_info,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,zero,zero,zero,средняя
362,106783,Минтранс России,actor_specific,no_info,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,zero,zero,zero,средняя
363,101935,Минсельхоз России,cit_action,cit_action,valid,valid,valid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,средняя
364,101935,Минсельхоз России,cit_action,cit_action,valid,valid,valid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,invalid,средняя
365,98312,Минфин России,actor_general,no_info,valid,invalid,invalid,valid,valid,invalid,invalid,invalid,invalid,zero,zero,zero,средняя
366,101599,Минтранс России,actor_specific,mystery,invalid,invalid,invalid,valid,valid,invalid,invalid,invalid,invalid,zero,zero,zero,средняя
367,101599,Минтранс России,actor_specific,mystery,invalid,invalid,invalid,valid,valid,invalid,invalid,invalid,invalid,zero,zero,zero,средняя
