regulation_project_id;public_discussion_end
81185;03.07.2018 23:00:00
72636;25.05.2018 23:00:00
72651;19.09.2017 23:00:00
72654;26.09.2017 23:00:00
73210;16.10.2017 23:00:00
72940;28.09.2017 23:00:00
72970;22.12.2017 23:00:00
78676;06.06.2018 23:00:00
73018;29.09.2017 23:00:00
73060;03.11.2017 23:00:00
73084;25.01.2018 23:00:00
73095;26.09.2017 23:00:00
73130;11.10.2017 23:00:00
73213;16.11.2017 23:00:00
73238;18.10.2017 23:00:00
78441;11.04.2018 23:00:00
73292;06.05.2019 23:00:00
73294;05.03.2020 23:59:00
73300;18.10.2017 23:00:00
73308;18.10.2017 23:00:00
73385;22.12.2017 23:00:00
73459;09.10.2017 23:00:00
73487;17.10.2017 23:00:00
73519;18.10.2017 23:00:00
73569;30.10.2017 23:00:00
73579;19.12.2017 23:00:00
73614;20.10.2017 23:00:00
73617;30.10.2017 23:00:00
73630;25.10.2017 23:00:00
73638;16.10.2017 23:00:00
73777;25.10.2017 23:00:00
73672;24.10.2017 23:00:00
73684;02.11.2017 23:00:00
73775;25.10.2017 23:00:00
73980;08.11.2017 23:00:00
73982;17.07.2018 23:00:00
73983;18.07.2018 23:00:00
73995;24.10.2017 23:00:00
73996;24.10.2017 23:00:00
74053;13.12.2017 23:00:00
74158;30.10.2017 23:00:00
74161;24.11.2017 23:00:00
74166;27.04.2018 23:00:00
74205;15.11.2017 23:00:00
74216;15.11.2017 23:00:00
74300;26.01.2018 23:00:00
74311;20.11.2017 23:00:00
81215;12.10.2018 23:00:00
74353;20.11.2017 23:00:00
74462;27.11.2017 23:00:00
74470;22.12.2017 23:00:00
74495;18.12.2017 23:00:00
74502;08.12.2017 23:00:00
74506;20.11.2017 23:00:00
74508;01.12.2017 23:00:00
74514;08.12.2017 23:00:00
74521;13.11.2017 23:00:00
74522;08.12.2017 23:00:00
74529;12.12.2017 23:00:00
74534;13.11.2017 23:00:00
74544;10.11.2017 23:00:00
78514;06.04.2018 23:00:00
78518;06.03.2018 23:00:00
78519;21.03.2018 23:00:00
74705;15.11.2017 23:00:00
74713;03.08.2018 23:00:00
74720;19.03.2019 23:00:00
74829;28.11.2017 23:00:00
74866;21.08.2018 23:00:00
75058;26.12.2017 23:00:00
75063;26.12.2017 23:00:00
75064;26.12.2017 23:00:00
75117;04.12.2017 23:00:00
75123;28.09.2018 23:00:00
75183;13.12.2017 23:00:00
75242;14.12.2017 23:00:00
75292;01.12.2017 23:00:00
78443;20.04.2018 23:00:00
75399;18.12.2017 23:00:00
75423;11.12.2017 23:00:00
75516;12.12.2017 23:00:00
77794;19.03.2018 23:00:00
78461;12.12.2018 00:00:00
78562;27.03.2018 23:00:00
75850;09.07.2018 23:00:00
78307;03.04.2018 23:00:00
81186;17.07.2018 23:00:00
76089;27.03.2018 23:00:00
76122;21.12.2017 23:00:00
76166;15.01.2018 23:00:00
78697;03.04.2018 23:00:00
76242;10.01.2018 23:00:00
78591;27.03.2018 23:00:00
78598;27.03.2018 23:00:00
89149;02.04.2019 23:00:00
76369;27.12.2017 23:00:00
76371;27.12.2017 23:00:00
76395;19.01.2018 23:00:00
102969;10.02.2021 23:59:00
78638;
76543;31.01.2018 23:00:00
76564;24.01.2018 23:00:00
79194;07.05.2018 23:00:00
76586;22.02.2018 23:00:00
76605;14.05.2018 23:00:00
76640;25.01.2018 23:00:00
76673;21.02.2018 23:00:00
78647;27.03.2018 23:00:00
76702;25.01.2018 23:00:00
76705;29.01.2018 23:00:00
76709;22.01.2018 23:00:00
80990;
80991;
78495;31.10.2018 23:00:00
76742;23.01.2018 23:00:00
76757;30.01.2018 23:00:00
77140;19.01.2018 23:00:00
77204;29.06.2018 23:00:00
77255;22.01.2018 23:00:00
77288;30.01.2018 23:00:00
77327;31.01.2018 23:00:00
77335;28.03.2018 23:00:00
77383;08.02.2018 23:00:00
77411;09.02.2018 23:00:00
77423;26.01.2018 23:00:00
77477;02.02.2018 23:00:00
77491;20.03.2018 23:00:00
81029;07.06.2018 23:00:00
77502;05.02.2018 23:00:00
77529;06.02.2018 23:00:00
77612;16.04.2018 23:00:00
77644;15.02.2018 23:00:00
77695;02.02.2018 23:00:00
77696;02.02.2018 23:00:00
77698;02.02.2018 23:00:00
77714;13.02.2018 23:00:00
77818;28.03.2018 23:00:00
77830;15.03.2018 23:00:00
81044;
77869;26.02.2018 23:00:00
77879;09.02.2018 23:00:00
77904;20.03.2018 23:00:00
79443;24.04.2018 23:00:00
77952;29.06.2018 23:00:00
81210;29.06.2018 23:00:00
77973;20.03.2018 23:00:00
77976;19.03.2018 23:00:00
77978;20.03.2018 23:00:00
81055;23.06.2018 23:00:00
78003;06.04.2018 23:00:00
78004;27.02.2018 23:00:00
78009;19.03.2018 23:00:00
78100;03.04.2019 23:00:00
78168;01.03.2018 23:00:00
78185;14.02.2019 23:00:00
78187;01.03.2018 23:00:00
78386;13.03.2018 23:00:00
78249;05.03.2018 23:00:00
78305;11.05.2018 23:00:00
78333;07.03.2018 23:00:00
78389;25.11.2020 23:59:00
81083;11.06.2018 23:00:00
81088;02.07.2018 23:00:00
78468;05.03.2018 23:00:00
90187;25.03.2020 23:59:00
78522;23.03.2018 23:00:00
78574;15.02.2019 23:00:00
78688;21.03.2018 23:00:00
78725;15.03.2018 23:00:00
81095;27.06.2018 23:00:00
79202;15.05.2018 23:00:00
78864;21.03.2018 23:00:00
81107;19.10.2018 23:00:00
78980;11.05.2018 23:00:00
79084;05.04.2018 23:00:00
79088;04.04.2018 23:00:00
79099;26.11.2019 23:59:00
79103;20.04.2018 23:00:00
79140;08.08.2018 00:00:00
80474;23.05.2018 23:00:00
79237;03.04.2018 23:00:00
79243;03.04.2018 23:00:00
79268;18.04.2018 23:00:00
79276;04.04.2018 23:00:00
79290;11.04.2018 23:00:00
79350;13.04.2018 23:00:00
79355;13.04.2018 23:00:00
79379;15.05.2018 23:00:00
79417;24.04.2018 23:00:00
79418;10.05.2018 23:00:00
79428;24.04.2018 23:00:00
79441;21.06.2018 23:00:00
79494;26.04.2018 23:00:00
79541;19.04.2018 23:00:00
79585;20.04.2018 23:00:00
79680;26.04.2018 23:00:00
79683;04.05.2018 23:00:00
79688;04.05.2018 23:00:00
79694;04.05.2018 23:00:00
79790;17.05.2018 23:00:00
79836;23.04.2018 23:00:00
79846;23.04.2018 23:00:00
83394;02.12.2018 23:00:00
83395;12.09.2018 23:00:00
83397;24.09.2018 23:00:00
79854;28.05.2018 00:00:00
79880;11.05.2018 23:00:00
79895;03.05.2018 23:00:00
79920;04.05.2018 23:00:00
79937;04.05.2018 23:00:00
103108;02.10.2020 23:59:00
80010;21.06.2018 23:00:00
80081;18.05.2018 23:00:00
80085;14.05.2018 23:00:00
80110;18.05.2018 23:00:00
103116;02.10.2020 23:59:00
80183;25.06.2018 23:00:00
80404;27.06.2018 23:00:00
5876;26.09.2013 00:00:00
83437;
83588;14.09.2018 23:00:00
82338;06.08.2018 23:00:00
80489;31.05.2018 23:00:00
83443;02.10.2018 23:00:00
80328;17.05.2018 23:00:00
80376;08.06.2018 23:00:00
80380;04.06.2018 23:00:00
80398;29.05.2018 23:00:00
80403;27.06.2018 23:00:00
80487;14.08.2018 23:00:00
83483;11.09.2018 23:00:00
83485;11.09.2018 23:00:00
80523;25.05.2018 23:00:00
82167;29.12.2020 23:59:00
80544;28.05.2018 23:00:00
83492;
80571;29.05.2018 23:00:00
80581;06.06.2018 23:00:00
83502;
83503;
83508;13.11.2018 23:00:00
81384;28.06.2018 23:00:00
80664;24.05.2018 23:00:00
80702;25.05.2018 23:00:00
80725;01.06.2018 23:00:00
80945;19.06.2018 23:00:00
80797;15.06.2018 23:00:00
80800;13.07.2018 23:00:00
83771;01.03.2019 23:00:00
80870;15.06.2018 23:00:00
80906;04.06.2018 23:00:00
81076;10.06.2019 23:00:00
81179;21.06.2018 23:00:00
81180;29.06.2018 23:00:00
81192;14.03.2019 23:00:00
81236;22.06.2018 23:00:00
83406;09.08.2021 23:59:00
83411;15.02.2019 23:00:00
81360;27.07.2018 23:00:00
81380;28.06.2018 23:00:00
83048;27.08.2018 23:00:00
81383;11.07.2018 23:00:00
81390;02.07.2018 23:00:00
83419;21.09.2018 23:00:00
81477;10.07.2018 23:00:00
81479;03.07.2018 23:00:00
81578;17.07.2018 23:00:00
81557;04.09.2018 23:00:00
81560;04.04.2019 23:00:00
40429;06.12.2015 01:00:00
81629;10.07.2018 23:00:00
85364;03.12.2018 23:00:00
81742;10.09.2018 23:00:00
81746;13.07.2018 23:00:00
81750;20.07.2018 23:00:00
81861;19.07.2018 23:00:00
81866;26.12.2018 23:00:00
81867;20.09.2018 23:00:00
81912;29.10.2018 23:00:00
85377;28.11.2018 23:00:00
81991;17.07.2018 23:00:00
82046;01.08.2018 23:00:00
82068;26.07.2018 23:00:00
83472;03.07.2019 23:59:00
4526;29.10.2013 00:00:00
82222;04.09.2018 23:00:00
85404;31.01.2019 23:00:00
82324;25.11.2019 23:59:00
85413;29.11.2018 23:00:00
82513;13.08.2018 23:00:00
83532;27.09.2018 23:00:00
82631;03.04.2019 23:00:00
82643;16.08.2018 23:00:00
82701;27.08.2018 23:00:00
82805;23.08.2018 23:00:00
89868;12.04.2019 23:00:00
82866;20.09.2018 00:00:00
82877;27.08.2018 23:00:00
82885;21.09.2018 23:00:00
82954;05.09.2018 23:00:00
82969;13.05.2019 23:00:00
83001;17.02.2020 23:59:00
83577;02.07.2019 23:00:00
83016;31.08.2018 23:00:00
83563;17.10.2018 23:00:00
83125;28.09.2018 23:00:00
83144;07.03.2019 23:00:00
83159;06.09.2018 23:00:00
83208;07.09.2018 23:00:00
85488;16.11.2018 23:00:00
85490;
83323;17.09.2018 23:00:00
83355;04.10.2018 23:00:00
85493;
85494;
85497;
85499;
85500;
85501;
83477;09.04.2019 23:00:00
83493;25.09.2018 23:00:00
83506;27.09.2018 23:00:00
83509;25.09.2018 23:00:00
83515;16.10.2018 23:00:00
83533;19.09.2018 23:00:00
83535;19.09.2018 23:00:00
83537;27.09.2018 23:00:00
85520;01.12.2018 23:00:00
85524;
83624;28.09.2018 23:00:00
83642;01.10.2018 23:00:00
83650;13.11.2018 23:00:00
83658;25.09.2018 23:00:00
85394;27.11.2018 23:00:00
85588;27.11.2018 23:00:00
85403;21.11.2018 23:00:00
85405;21.11.2018 23:00:00
88557;25.03.2019 23:00:00
83782;27.09.2018 23:00:00
83810;05.10.2018 23:00:00
83814;28.09.2018 23:00:00
83818;08.10.2018 23:00:00
44673;23.08.2016 23:00:00
84122;02.10.2018 23:00:00
84180;10.10.2018 23:00:00
88882;29.05.2019 23:00:00
84276;15.10.2018 23:00:00
88589;18.04.2019 23:00:00
84496;06.03.2020 23:59:00
84384;29.10.2018 23:00:00
85531;30.11.2018 23:00:00
84443;18.10.2018 23:00:00
84520;29.10.2018 23:00:00
86963;02.07.2019 23:00:00
88607;
84662;14.11.2019 23:59:00
88609;19.03.2019 23:00:00
84793;24.10.2018 23:00:00
84708;26.10.2018 23:00:00
88883;27.03.2019 23:00:00
84824;31.10.2018 23:00:00
84880;14.12.2018 23:00:00
84924;29.10.2018 23:00:00
84927;11.04.2019 23:00:00
84952;06.11.2018 23:00:00
85516;23.11.2018 23:00:00
88643;26.03.2019 23:00:00
85001;26.11.2018 23:00:00
85519;26.11.2018 23:00:00
85113;31.10.2018 00:00:00
88652;
85168;21.11.2018 23:00:00
85253;23.11.2018 23:00:00
85254;03.10.2019 23:59:00
85307;23.11.2018 23:00:00
85311;16.11.2018 23:00:00
85314;28.11.2018 23:00:00
85319;19.11.2018 23:00:00
85357;26.11.2018 23:00:00
85359;12.11.2018 23:00:00
85344;26.11.2018 23:00:00
85356;26.11.2018 23:00:00
85423;21.11.2018 23:00:00
85459;10.03.2021 23:59:00
85513;30.11.2018 23:00:00
85514;14.03.2019 23:00:00
88677;27.03.2019 23:00:00
85618;05.12.2018 23:00:00
85662;29.11.2018 23:00:00
88559;18.03.2019 23:00:00
85757;17.12.2018 23:00:00
85771;11.12.2018 23:00:00
86053;04.07.2019 23:59:00
86027;19.12.2018 23:00:00
86045;12.12.2018 23:00:00
86047;12.12.2018 23:00:00
86146;18.02.2019 23:00:00
86150;14.12.2018 23:00:00
86189;16.01.2019 23:00:00
86240;24.12.2018 23:00:00
86286;17.12.2018 23:00:00
86292;18.12.2018 23:00:00
86294;18.12.2018 23:00:00
86300;18.12.2018 23:00:00
86311;27.12.2018 23:00:00
88749;19.04.2019 23:00:00
86472;17.12.2018 23:00:00
86480;24.12.2018 23:00:00
86521;22.04.2019 23:00:00
86621;18.10.2019 23:59:00
91484;03.04.2020 23:59:00
87273;16.01.2019 23:00:00
86893;11.01.2019 23:00:00
86966;14.01.2019 23:00:00
87465;04.02.2019 23:00:00
87004;15.01.2019 23:00:00
87006;15.01.2019 23:00:00
87039;16.01.2019 23:00:00
88625;05.04.2019 23:59:00
87145;22.08.2019 23:59:00
87149;22.08.2019 23:59:00
91509;08.07.2019 23:00:00
87215;14.01.2019 23:00:00
87256;14.02.2019 23:00:00
87289;23.01.2019 23:00:00
87319;04.02.2019 23:00:00
87337;31.01.2019 23:00:00
91527;20.06.2019 23:00:00
89349;28.05.2019 23:00:00
87339;24.01.2019 23:00:00
91530;
87370;29.01.2019 23:00:00
87385;10.07.2019 23:59:00
87485;22.01.2019 23:00:00
87519;07.02.2019 23:00:00
91549;24.06.2019 23:00:00
87721;21.02.2019 23:00:00
108930;21.10.2020 23:59:00
87818;27.02.2019 23:00:00
87832;11.02.2019 23:00:00
87836;25.04.2019 23:00:00
87863;03.06.2019 23:00:00
87898;06.02.2019 23:00:00
87926;14.02.2019 23:00:00
88121;20.02.2019 23:00:00
87960;14.02.2019 23:00:00
87970;22.05.2019 23:00:00
87980;21.02.2019 23:00:00
87994;22.02.2019 23:00:00
91572;06.06.2019 23:00:00
91576;
88052;18.02.2019 23:00:00
88138;14.02.2019 23:00:00
88157;06.03.2019 23:00:00
88176;21.02.2019 23:00:00
88193;01.03.2019 23:00:00
88201;22.02.2019 23:00:00
88207;01.03.2019 23:00:00
88691;13.03.2019 23:00:00
90393;20.05.2019 23:00:00
88262;07.05.2019 23:00:00
88292;17.09.2019 23:59:00
88338;23.09.2019 23:59:00
88344;13.03.2019 23:00:00
88372;04.03.2019 23:00:00
88702;29.04.2019 23:00:00
88709;14.03.2019 23:00:00
88528;07.03.2019 23:00:00
88501;07.03.2019 23:00:00
88523;19.09.2019 23:59:00
108932;21.10.2020 23:59:00
88610;29.03.2019 23:59:00
88616;12.03.2019 23:00:00
88676;13.03.2019 23:00:00
91058;30.10.2019 23:59:00
88810;18.03.2019 23:00:00
88989;14.03.2019 23:00:00
119693;09.09.2021 23:59:00
91497;11.06.2019 23:00:00
119679;22.09.2021 23:59:00
119683;22.09.2021 23:59:00
88919;19.02.2020 23:59:00
88941;17.05.2019 23:00:00
88943;21.03.2019 23:00:00
89256;04.04.2019 23:00:00
119520;17.09.2021 23:59:00
88975;11.06.2019 23:00:00
88978;21.03.2019 23:00:00
91505;17.03.2020 23:59:00
88999;08.05.2019 23:00:00
89002;08.05.2019 23:00:00
89010;22.03.2019 23:00:00
89168;28.05.2019 23:00:00
89172;02.04.2019 23:00:00
89176;29.03.2019 23:00:00
89239;04.04.2019 23:00:00
89329;05.04.2019 23:00:00
89363;08.04.2019 23:00:00
119374;13.09.2021 23:59:00
89407;01.04.2019 23:00:00
89509;03.04.2019 23:00:00
89526;03.04.2019 23:00:00
119216;09.09.2021 23:59:00
89561;25.04.2019 23:00:00
119190;09.09.2021 23:59:00
119447;02.09.2021 23:59:00
119161;09.09.2021 23:59:00
119042;03.09.2021 23:59:00
89664;25.04.2019 23:00:00
89665;21.06.2020 23:59:00
89699;09.04.2019 23:00:00
89896;15.04.2019 23:00:00
105732;26.08.2020 23:59:00
89834;29.10.2019 23:59:00
89857;12.04.2019 23:00:00
89912;20.05.2019 23:00:00
89918;22.04.2019 23:00:00
89932;15.04.2019 23:00:00
90017;17.04.2019 23:00:00
90044;27.05.2019 23:59:00
90049;11.04.2019 23:00:00
90060;18.04.2019 23:00:00
90078;18.04.2019 23:00:00
90278;26.12.2019 23:59:00
90126;12.04.2019 23:00:00
90130;19.04.2019 23:00:00
119299;30.08.2021 23:59:00
90289;06.05.2019 23:00:00
90349;25.04.2019 23:00:00
119317;
90362;08.05.2019 23:00:00
119319;
90401;29.04.2019 23:00:00
90427;25.02.2020 23:59:00
91817;24.06.2019 23:00:00
90556;30.08.2019 23:59:00
90615;26.04.2019 23:00:00
90616;26.04.2019 23:00:00
119342;15.09.2021 23:59:00
90632;18.06.2021 23:59:00
118201;03.08.2021 23:59:00
90729;15.05.2019 23:00:00
90738;15.05.2019 23:00:00
90778;16.05.2019 23:00:00
90792;30.05.2019 23:00:00
90870;08.07.2019 23:59:00
90881;03.06.2019 23:00:00
119407;01.09.2021 23:59:00
90984;30.05.2019 23:00:00
118874;24.08.2021 23:59:00
118725;13.08.2021 23:59:00
118732;13.08.2021 23:59:00
118670;27.08.2021 23:59:00
118655;19.08.2021 23:59:00
117661;16.08.2021 23:59:00
118545;17.08.2021 23:59:00
118553;10.08.2021 23:59:00
118533;25.08.2021 23:59:00
118499;23.08.2021 23:59:00
118407;20.08.2021 23:59:00
118390;19.08.2021 23:59:00
118398;13.08.2021 23:59:00
117901;06.08.2021 23:59:00
117511;02.08.2021 23:59:00
117717;04.08.2021 23:59:00
117737;05.08.2021 23:59:00
117572;30.07.2021 23:59:00
117557;01.09.2021 23:59:00
118610;25.08.2021 23:59:00
117373;12.07.2021 23:59:00
117558;16.07.2021 23:59:00
117326;08.07.2021 23:59:00
117560;16.07.2021 23:59:00
115407;17.05.2021 23:59:00
115461;10.05.2021 23:59:00
115466;11.05.2021 23:59:00
116961;12.07.2021 23:59:00
113602;25.03.2021 23:59:00
115478;11.05.2021 23:59:00
116914;02.07.2021 23:59:00
116834;01.07.2021 23:59:00
116996;29.06.2021 23:59:00
116740;06.07.2021 23:59:00
116743;29.06.2021 23:59:00
115669;18.05.2021 23:59:00
116602;23.06.2021 23:59:00
115536;12.05.2021 23:59:00
115542;12.05.2021 23:59:00
117479;21.07.2021 23:59:00
115556;31.05.2021 23:59:00
115561;31.05.2021 23:59:00
116343;08.06.2021 23:59:00
115577;13.05.2021 23:59:00
115582;13.05.2021 23:59:00
116092;08.06.2021 23:59:00
116039;09.06.2021 23:59:00
116041;15.06.2021 23:59:00
115948;03.06.2021 23:59:00
112291;05.02.2021 23:59:00
112300;11.02.2021 23:59:00
117556;29.07.2021 23:59:00
115785;02.06.2021 23:59:00
115622;14.05.2021 23:59:00
115801;29.06.2021 23:59:00
115721;27.05.2021 23:59:00
115713;27.05.2021 23:59:00
115576;05.07.2021 23:59:00
115583;14.05.2021 23:59:00
115613;26.08.2021 23:59:00
115660;
115538;28.05.2021 23:59:00
1688;22.05.2013 00:00:00
115249;13.05.2021 23:59:00
115492;20.05.2021 23:59:00
114887;28.04.2021 23:59:00
115077;06.05.2021 23:59:00
115089;27.04.2021 23:59:00
115114;06.05.2021 23:59:00
115667;01.06.2021 23:59:00
114894;28.04.2021 23:59:00
115541;20.05.2021 23:59:00
92266;12.07.2019 23:00:00
114836;27.04.2021 23:59:00
114775;16.04.2021 23:59:00
114665;28.04.2021 23:59:00
114397;20.04.2021 23:59:00
113806;
114314;16.04.2021 23:59:00
114326;14.04.2021 23:59:00
114282;15.04.2021 23:59:00
113814;18.03.2021 23:59:00
114236;16.04.2021 23:59:00
113836;
113927;29.03.2021 23:59:00
113825;21.05.2021 23:59:00
113898;23.03.2021 23:59:00
113658;12.03.2021 23:59:00
113683;31.03.2021 23:59:00
113698;04.08.2021 23:59:00
113713;23.03.2021 23:59:00
113534;17.03.2021 23:59:00
113369;10.03.2021 23:59:00
99091;
113159;24.02.2021 23:59:00
113172;03.03.2021 23:59:00
113153;24.02.2021 23:59:00
113761;31.03.2021 23:59:00
113765;31.03.2021 23:59:00
113047;26.02.2021 23:59:00
112989;25.02.2021 23:59:00
113010;18.02.2021 23:59:00
112909;02.03.2021 23:59:00
112736;18.02.2021 23:59:00
112694;23.02.2021 23:59:00
112718;10.02.2021 23:59:00
112652;22.04.2021 23:59:00
112610;23.02.2021 23:59:00
112493;10.02.2021 23:59:00
112412;15.03.2021 23:59:00
112358;08.02.2021 23:59:00
111635;14.01.2021 23:59:00
111552;31.12.2020 23:59:00
113879;12.04.2021 23:59:00
111787;22.01.2021 23:59:00
111572;11.01.2021 23:59:00
111599;04.02.2021 23:59:00
111469;15.01.2021 23:59:00
111461;14.01.2021 23:59:00
111463;14.01.2021 23:59:00
107262;28.08.2020 23:59:00
111273;13.01.2021 23:59:00
111274;28.12.2020 23:59:00
111285;24.12.2020 23:59:00
111100;21.12.2020 23:59:00
111617;03.05.2021 23:59:00
112457;09.03.2021 23:59:00
111104;21.12.2020 23:59:00
111107;21.12.2020 23:59:00
111156;10.03.2021 23:59:00
111096;21.12.2020 23:59:00
110998;10.12.2020 23:59:00
110674;17.12.2020 23:59:00
110705;14.07.2021 23:59:00
110651;09.12.2020 23:59:00
110520;11.02.2021 23:59:00
110531;04.12.2020 23:59:00
110288;30.11.2020 23:59:00
110254;27.08.2021 23:59:00
110125;25.11.2020 23:59:00
110005;17.02.2021 23:59:00
110006;10.03.2021 23:59:00
109878;19.11.2020 23:59:00
108685;03.12.2020 23:59:00
108687;03.12.2020 23:59:00
108688;08.10.2020 23:59:00
109694;09.11.2020 23:59:00
107265;
109411;06.11.2020 23:59:00
109532;17.11.2020 23:59:00
109537;17.11.2020 23:59:00
109279;30.10.2020 23:59:00
109202;21.10.2020 23:59:00
109210;21.10.2020 23:59:00
109213;19.11.2020 23:59:00
109178;29.07.2021 23:59:00
108736;09.10.2020 23:59:00
108737;09.10.2020 23:59:00
108738;09.10.2020 23:59:00
108740;09.10.2020 23:59:00
109096;27.10.2020 23:59:00
109043;23.10.2020 23:59:00
108949;07.12.2020 23:59:00
108910;15.10.2020 23:59:00
108924;01.12.2020 23:59:00
108845;27.10.2020 23:59:00
108850;29.10.2020 23:59:00
108760;23.10.2020 23:59:00
108709;08.10.2020 23:59:00
108639;05.11.2020 23:59:00
108784;12.10.2020 23:59:00
108582;19.10.2020 23:59:00
108588;13.10.2020 23:59:00
108592;13.10.2020 23:59:00
108438;09.10.2020 23:59:00
105324;17.07.2020 23:59:00
108399;14.10.2020 23:59:00
108633;05.11.2020 23:59:00
108272;01.12.2020 23:59:00
108194;23.09.2020 23:59:00
108201;01.10.2020 23:59:00
108177;23.09.2020 23:59:00
106462;28.08.2020 23:59:00
108185;23.09.2020 23:59:00
107891;23.09.2020 23:59:00
107814;17.09.2020 23:59:00
10092;11.12.2013 00:00:00
107833;10.12.2020 23:59:00
107860;30.09.2020 23:59:00
107789;02.11.2020 23:59:00
106646;15.08.2020 23:59:00
107709;18.09.2020 23:59:00
107655;16.09.2020 23:59:00
107649;16.09.2020 23:59:00
107541;07.09.2020 23:59:00
107608;17.09.2020 23:59:00
107521;14.09.2020 23:59:00
106515;14.08.2020 23:59:00
106534;28.08.2020 23:59:00
106544;27.08.2020 23:59:00
106546;12.08.2020 23:59:00
107199;02.09.2020 23:59:00
107162;08.09.2020 23:59:00
106913;27.08.2020 23:59:00
106925;29.03.2021 23:59:00
106928;21.09.2020 23:59:00
106581;28.08.2020 23:59:00
106872;10.09.2020 23:59:00
106765;24.08.2020 23:59:00
106777;24.08.2020 23:59:00
105600;23.07.2020 23:59:00
106630;09.11.2020 23:59:00
106642;20.08.2020 23:59:00
106507;18.08.2020 23:59:00
106436;21.08.2020 23:59:00
102754;
106369;20.08.2020 23:59:00
106346;20.08.2020 23:59:00
106356;13.08.2020 23:59:00
106363;08.10.2020 23:59:00
106208;10.09.2020 23:59:00
106186;25.08.2020 23:59:00
106183;07.08.2020 23:59:00
106155;18.08.2020 23:59:00
102943;17.07.2020 23:59:00
106132;14.08.2020 23:59:00
106459;10.08.2020 23:59:00
106056;05.08.2020 23:59:00
106012;05.08.2020 23:59:00
106036;05.08.2020 23:59:00
106043;05.08.2020 23:59:00
105280;16.07.2020 23:59:00
105763;29.07.2020 23:59:00
105624;23.07.2020 23:59:00
105632;24.07.2020 23:59:00
105597;23.07.2020 23:59:00
102869;
105458;20.07.2020 23:59:00
105410;20.07.2020 23:59:00
105388;17.07.2020 23:59:00
105394;17.07.2020 23:59:00
105402;17.07.2020 23:59:00
105264;15.07.2020 23:59:00
105282;16.07.2020 23:59:00
106556;26.08.2020 23:59:00
103188;14.07.2020 23:59:00
106587;22.09.2020 23:59:00
102924;25.07.2020 23:59:00
103078;13.07.2020 23:59:00
101280;
103090;20.07.2020 23:59:00
102886;27.07.2020 23:59:00
102751;01.07.2020 23:59:00
101298;20.05.2020 23:59:00
102743;27.06.2020 23:59:00
102664;18.06.2020 23:59:00
102536;26.06.2020 23:59:00
102551;26.06.2020 23:59:00
102492;20.06.2020 23:59:00
101320;27.05.2020 23:59:00
102383;18.06.2020 23:59:00
102393;24.06.2020 23:59:00
102353;17.06.2020 23:59:00
100810;20.04.2020 23:59:00
102186;11.06.2020 23:59:00
102790;01.07.2020 23:59:00
102142;10.06.2020 23:59:00
102163;10.06.2020 23:59:00
102117;15.06.2020 23:59:00
101896;15.06.2020 23:59:00
101839;08.06.2020 23:59:00
101730;21.05.2020 23:59:00
101522;18.08.2020 23:59:00
102902;13.08.2020 23:59:00
101435;20.05.2020 23:59:00
101370;08.05.2020 23:59:00
101375;08.05.2020 23:59:00
101440;26.05.2020 23:59:00
101293;21.05.2020 23:59:00
101295;21.05.2020 23:59:00
101072;13.05.2020 23:59:00
101099;13.08.2020 23:59:00
98937;26.02.2020 23:59:00
100919;06.05.2020 23:59:00
100891;27.05.2021 23:59:00
101325;12.08.2020 23:59:00
100614;20.04.2020 23:59:00
100620;20.04.2020 23:59:00
100548;09.04.2020 23:59:00
100575;17.04.2020 23:59:00
100459;08.04.2020 23:59:00
100404;06.04.2020 23:59:00
100421;07.04.2020 23:59:00
100436;07.08.2020 23:59:00
23726;17.05.2015 00:00:00
100439;14.04.2020 23:59:00
101362;15.05.2020 23:59:00
100373;30.03.2020 23:59:00
100385;03.06.2020 23:59:00
100294;03.06.2020 23:59:00
100212;31.03.2020 23:59:00
100097;02.04.2020 23:59:00
100109;26.03.2020 23:59:00
99841;18.03.2020 23:59:00
99800;15.04.2020 23:59:00
99808;17.03.2020 23:59:00
92063;01.07.2019 23:00:00
99718;12.03.2020 23:59:00
99621;17.03.2020 23:59:00
99640;10.03.2020 23:59:00
99487;01.04.2020 23:59:00
99408;02.03.2020 23:59:00
99355;14.07.2020 23:59:00
99214;03.03.2020 23:59:00
99224;13.04.2020 23:59:00
91761;15.07.2019 23:59:00
96335;27.11.2019 23:59:00
101448;27.05.2020 23:59:00
99059;27.02.2020 23:59:00
96337;27.11.2019 23:59:00
99061;27.02.2020 23:59:00
99015;18.02.2020 23:59:00
99022;31.03.2020 23:59:00
99053;19.02.2020 23:59:00
99010;13.10.2020 23:59:00
98868;19.02.2020 23:59:00
98883;20.02.2020 23:59:00
90812;31.05.2019 23:00:00
98828;18.02.2020 23:59:00
96360;
98740;06.02.2020 23:59:00
98749;28.02.2020 23:59:00
98759;07.02.2020 23:59:00
96365;05.12.2019 23:59:00
98731;06.02.2020 23:59:00
98687;11.02.2020 23:59:00
15673;20.03.2015 00:00:00
98669;04.02.2020 23:59:00
98945;10.04.2020 23:59:00
96382;
98602;31.01.2020 23:59:00
98518;28.01.2020 23:59:00
98435;06.02.2020 23:59:00
98449;12.02.2020 23:59:00
98464;26.02.2020 23:59:00
98968;05.05.2021 23:59:00
98398;29.01.2020 23:59:00
98402;22.01.2020 23:59:00
98405;19.03.2020 23:59:00
